name;vendor;category;functionality;expiration;service_name;service_url
tidio_*_automation_formLeft;Tidio Live Chat;Unknown;with unknown functionality;at least one session;Tidio Live Chat;https://cookiedatabase.org/service/tidio-live-chat/
tidio_*_tidioChatLog;Tidio Live Chat;Unknown;with unknown functionality;at least one session;Tidio Live Chat;https://cookiedatabase.org/service/tidio-live-chat/
tidio_*_tidioChatOpen;Tidio Live Chat;Unknown;with unknown functionality;at least one session;Tidio Live Chat;https://cookiedatabase.org/service/tidio-live-chat/
tidio_*_tidioChatQuickReplies;Tidio Live Chat;Unknown;with unknown functionality;at least one session;Tidio Live Chat;https://cookiedatabase.org/service/tidio-live-chat/
tidio_*_visitorIdOrigin;Tidio Live Chat;Unknown;with unknown functionality;at least one session;Tidio Live Chat;https://cookiedatabase.org/service/tidio-live-chat/
s_v_web_id;TikTok;Marketing;tostore if the user has seen embedded content.;session;TikTok;https://cookiedatabase.org/service/tiktok/
MONITOR_WEB_ID;TikTok;Marketing;tostore if the user has seen embedded content.;3 months;TikTok;https://cookiedatabase.org/service/tiktok/
tidio_*_visitorData;Tidio Live Chat;Unknown;with unknown functionality;at least one session;Tidio Live Chat;https://cookiedatabase.org/service/tidio-live-chat/
csrf_session_id;TikTok;Functional;toprovide protection against hackers.;session;TikTok;https://cookiedatabase.org/service/tiktok/
_abck;TikTok;Functional;toprovide protection against hackers.;1 year;TikTok;https://cookiedatabase.org/service/tiktok/
tt_csrf_token;TikTok;Functional;toprovide protection against hackers.;session;TikTok;https://cookiedatabase.org/service/tiktok/
tt_webid;TikTok;Marketing;tostore if the user has seen embedded content.;1 year;TikTok;https://cookiedatabase.org/service/tiktok/
tt_webid_v2;TikTok;Marketing;tostore if the user has seen embedded content.;1 year;TikTok;https://cookiedatabase.org/service/tiktok/
ttwid;TikTok;Marketing;tostore if the user has seen embedded content.;1 year;TikTok;https://cookiedatabase.org/service/tiktok/
webapp_launch_mode;TikTok;Marketing;tostore if the user has seen embedded content.;session;TikTok;https://cookiedatabase.org/service/tiktok/
webapp_session_id;TikTok;Marketing;tostore a unique session ID,store and track visits across websites.;session;TikTok;https://cookiedatabase.org/service/tiktok/
tourmaster-tour-*;Tour Master;Functional;tostore performed actions on the website.;1 day;Tour Master;https://cookiedatabase.org/service/tour-master/
tinymce-custom-colors;TinyMCE;Functional;with unknown functionality;at least one session;TinyMCE;https://cookiedatabase.org/service/tinymce/
tinymce-url-history;TinyMCE;Unknown;with unknown functionality;at least one session;TinyMCE;https://cookiedatabase.org/service/tinymce/
TrengoWidget_is_chatting;Trengo;Functional;tostore the status of the chat.;persistent;Trengo;https://cookiedatabase.org/service/trengo/
Trengo_widgetClosedTime;Trengo;Functional;tostore the status of the chat.;persistent;Trengo;https://cookiedatabase.org/service/trengo/
Trengo_panelState;Trengo;Functional;tostore the status of the chat.;persistent;Trengo;https://cookiedatabase.org/service/trengo/
Trengo_Session;Trengo;Functional;tostore the status of the chat.;session;Trengo;https://cookiedatabase.org/service/trengo/
Trengo_Visitor;Trengo;Functional;tostore the status of the chat.;persistent;Trengo;https://cookiedatabase.org/service/trengo/
Trengo_VisitorToken;Trengo;Functional;with unknown functionality;persistent;Trengo;https://cookiedatabase.org/service/trengo/
tusSupport;TUS Resumable File Transfer;Functional;toprovide admin functions.;persistent;TUS Resumable File Transfer;https://cookiedatabase.org/service/tus-resumable-file-transfer/
unique_id;Twitch;Unknown;with unknown functionality;1 month;Twitch;https://cookiedatabase.org/service/twitch/
unique_id_durable;Twitch;Unknown;with unknown functionality;1 month;Twitch;https://cookiedatabase.org/service/twitch/
experiment_overrides;Twitch;Unknown;with unknown functionality;1 month;Twitch;https://cookiedatabase.org/service/twitch/
api_token;Twitch;Functional;toprovide authentication.;1 month;Twitch;https://cookiedatabase.org/service/twitch/
server_session_id;Twitch;Functional;toprovide authentication.;1 month;Twitch;https://cookiedatabase.org/service/twitch/
referrer_url;Twitch;Statistics;tostore referring website.;session;Twitch;https://cookiedatabase.org/service/twitch/
local_storage_support_test;Twitter;Functional;toprovide load balancing functionality.;persistent;Twitter;https://cookiedatabase.org/service/twitter/
metrics_token;Twitter;Marketing;tostore if the user has seen embedded content.;persistent;Twitter;https://cookiedatabase.org/service/twitter/
uap_test_cookie;Ultimate Affiliate Pro;Functional;toread if cookies can be placed.;1 year;Ultimate Affiliate Pro;https://cookiedatabase.org/service/ultimate-affiliate-pro/
uael_visitor;Ultimate Elementor;Functional;tostore first visit to the site.;1 day;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-recStartTime-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-recinterval-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-hours-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-distance-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-minutes-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-seconds-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-cdTime-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-evgInt-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
uael-timer-firstTime-*;Ultimate Elementor;Functional;toprovide functions across pages.;at least one session;Ultimate Elementor;https://cookiedatabase.org/service/ultimate-elementor/
ultp_view_*;Ultimate Post List;Unknown;with unknown functionality;at least one session;Ultimate Post List;https://cookiedatabase.org/service/ultimate-post-list/
updraft_unlockadmin;UpdraftPlus;Unknown;with unknown functionality;at least one session;UpdraftPlus;https://cookiedatabase.org/service/updraftplus/
updraftcentral_wporg_api_*;UpdraftPlus;Unknown;with unknown functionality;at least one session;UpdraftPlus;https://cookiedatabase.org/service/updraftplus/
updraftcentral_saved_at_wporg_api_*;UpdraftPlus;Unknown;with unknown functionality;at least one session;UpdraftPlus;https://cookiedatabase.org/service/updraftplus/
ucp_nx;Under Construction;Unknown;with unknown functionality;at least one session;Under Construction;https://cookiedatabase.org/service/under-construction/
ucp_tabs;Under Construction;Unknown;with unknown functionality;at least one session;Under Construction;https://cookiedatabase.org/service/under-construction/
uncode_privacy;Uncode;Functional;tostore cookie consent preferences.;1 year;Uncode;https://cookiedatabase.org/service/uncode/
uncode_privacy[privacy_bar;Uncode;Functional;with unknown functionality;at least one session;Uncode;https://cookiedatabase.org/service/uncode/
uncode_privacy[consent_types;Uncode;Functional;tostore cookie consent preferences.;1 year;Uncode;https://cookiedatabase.org/service/uncode/
uncodeAI.images;Uncode;Functional;with unknown functionality;session;Uncode;https://cookiedatabase.org/service/uncode/
uncodeAI.css;Uncode;Functional;with unknown functionality;session;Uncode;https://cookiedatabase.org/service/uncode/
uncodeAI.screen;Uncode;Functional;toread screen resolution.;session;Uncode;https://cookiedatabase.org/service/uncode/
uncodeAI_screen;Uncode;Functional;toread screen resolution.;session;Uncode;https://cookiedatabase.org/service/uncode/
uncodeAI_images;Uncode;Functional;toprovide a responsive website.;at least one session;Uncode;https://cookiedatabase.org/service/uncode/
uncodeAI_css;Uncode;Functional;toread screen resolution.;at least one session;Uncode;https://cookiedatabase.org/service/uncode/
uslk_inital_url;Userlike;Statistics;with unknown functionality;persistent;Userlike;https://cookiedatabase.org/service/userlike/
__ca__chat;UserEngage;Unknown;with unknown functionality;at least one session;UserEngage;https://cookiedatabase.org/service/userengage/
uslk_operator_binding;Userlike;Statistics;with unknown functionality;persistent;Userlike;https://cookiedatabase.org/service/userlike/
uslk_page_impressions;Userlike;Statistics;with unknown functionality;persistent;Userlike;https://cookiedatabase.org/service/userlike/
uslk_referrer;Userlike;Statistics;with unknown functionality;persistent;Userlike;https://cookiedatabase.org/service/userlike/
uslk_drag;Userlike;Statistics;with unknown functionality;persistent;Userlike;https://cookiedatabase.org/service/userlike/
uslk_in_service_time;Userlike;Statistics;with unknown functionality;persistent;Userlike;https://cookiedatabase.org/service/userlike/
uslk_e;Userlike;Statistics;with unknown functionality;1 year;Userlike;https://cookiedatabase.org/service/userlike/
uslk_s;Userlike;Statistics;with unknown functionality;session;Userlike;https://cookiedatabase.org/service/userlike/
uslk_um_*app_key;Userlike;Unknown;with unknown functionality;at least one session;Userlike;https://cookiedatabase.org/service/userlike/
uw-uid;Userway;Unknown;with unknown functionality;at least one session;Userway;https://cookiedatabase.org/service/userway/
uwp_cpt_list_view;UsersWP;Unknown;with unknown functionality;at least one session;UsersWP;https://cookiedatabase.org/service/userswp/
_utma;VideoPress;Unknown;toStore the calculation of days and time to purchase.;persistent;VideoPress;https://cookiedatabase.org/service/videopress/
_utmc;VideoPress;Unknown;with unknown functionality;at least one session;VideoPress;https://cookiedatabase.org/service/videopress/
_utmz;VideoPress;Statistics;tostore used keyword and search engine.;6 months;VideoPress;https://cookiedatabase.org/service/videopress/
vuid;Vimeo;Statistics;tostore the user's usage history.;2 years;Vimeo;https://cookiedatabase.org/service/vimeo/
vuid;Vimeo;Statistics;tostore the user's usage history.;2 years;Vimeo;https://cookiedatabase.org/service/vimeo/
__utmt_player;Vimeo;Statistics;tostore and track audience reach.;10 minutes;Vimeo;https://cookiedatabase.org/service/vimeo/
vq_utm_term;Visitor Queue;Marketing;tostore used keyword and search engine.;1 day;Visitor Queue;https://cookiedatabase.org/service/visitorqueue/
vq_initial_source;Visitor Queue;Marketing;tostore which page was visited first.;1 day;Visitor Queue;https://cookiedatabase.org/service/visitorqueue/
vq_utm_source;Visitor Queue;Marketing;tostore referring website.;1 day;Visitor Queue;https://cookiedatabase.org/service/visitorqueue/
vq_utm_medium;Visitor Queue;Marketing;tostore referring website.;1 day;Visitor Queue;https://cookiedatabase.org/service/visitorqueue/
vc4-templates;Visual Composer;Unknown;with unknown functionality;at least one session;Visual Composer;https://cookiedatabase.org/service/visual-composer/
vqa_vid;Visitor Queue;Marketing;tostore a unique user ID.;6 days;Visitor Queue;https://cookiedatabase.org/service/visitorqueue/
vc4-templates_expiresIn;Visual Composer;Unknown;with unknown functionality;at least one session;Visual Composer;https://cookiedatabase.org/service/visual-composer/
vchideactivationmsg;Visual Composer;Functional;tostore a version number for updates.;30 days;Visual Composer;https://cookiedatabase.org/service/visual-composer/
vchideactivationmsg_vc11;Visual Composer;Functional;tostore a version number for updates.;30 days;Visual Composer;https://cookiedatabase.org/service/visual-composer/
vcc_element*;Visual Composer;Functional;with unknown functionality;at least one session;Visual Composer;https://cookiedatabase.org/service/visual-composer/
vue-tabs-component.cache*;Vue;Preferences;tostore the user's usage history.;session;Vue;https://cookiedatabase.org/service/vue/
vcc_cb_count;Visual Composer;Unknown;with unknown functionality;at least one session;Visual Composer;https://cookiedatabase.org/service/visual-composer/
debug_vis_opt_exp_*;Visual Website Optimizer;Functional;toprovide functions across pages.;100 days;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
debug_vis_opt_test_cookie;Visual Website Optimizer;Functional;toprovide functions across pages.;100 days;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
debug_vis_preview_*;Visual Website Optimizer;Functional;toprovide functions across pages.;at least one session;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
_vwo_uuid;Visual Website Optimizer;Unknown;with unknown functionality;at least one session;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
_vwo_sn;Visual Website Optimizer;Unknown;with unknown functionality;at least one session;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
_vwo_logs_*;Visual Website Optimizer;Unknown;with unknown functionality;at least one session;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
_vwo_ds;Visual Website Optimizer;Unknown;with unknown functionality;at least one session;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
_vis_opt_exp_*;Visual Website Optimizer;Statistics;toStore if a user has been excluded from a campaign.;100 days;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
_vis_opt_test_cookie;Visual Website Optimizer;Functional;toread if cookies can be placed.;session;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
whatsappme_hashes;WAme chat;Unknown;with unknown functionality;persistent;WAme chat;https://cookiedatabase.org/service/wame-chat/
_vis_opt_s;Visual Website Optimizer;Functional;tostore unique visits.;100 days;Visual Website Optimizer;https://cookiedatabase.org/service/visual-website-optimizer/
w3tc_logged_*;W3 Total Cache;Functional;toProvide the prevention of cached pages.;session;W3 Total Cache;https://cookiedatabase.org/service/w3-total-cache/
whatsappme_visited;WAme chat;Unknown;with unknown functionality;persistent;WAme chat;https://cookiedatabase.org/service/wame-chat/
whatsappme_country_code;WAme chat;Unknown;with unknown functionality;at least one session;WAme chat;https://cookiedatabase.org/service/wame-chat/
w2dc_listings_view_*;Web 2.0 Directory plugin;Unknown;with unknown functionality;at least one session;Web 2.0 Directory plugin;https://cookiedatabase.org/service/web-2-0-directory-plugin/
wam_assigned_roles*;Webcraftic Assets Manager;Functional;toprovide admin functions.;session;Webcraftic Assets Manager;https://cookiedatabase.org/service/webcraftic-assets-manager/
_webpushrEndPoint;Webpushr;Functional;tostore user preferences.;at least one session;Webpushr;https://cookiedatabase.org/service/webpushr/
_webpushrBellNotification;Webpushr;Functional;tostore settings.;at least one session;Webpushr;https://cookiedatabase.org/service/webpushr/
_webpushrLastVisit;Webpushr;Preferences;tostore time of visit.;at least one session;Webpushr;https://cookiedatabase.org/service/webpushr/
_webpushrPromptAction;Webpushr;Functional;tostore user preferences.;at least one session;Webpushr;https://cookiedatabase.org/service/webpushr/
happylocaltimezone;WeDevs;Functional;tostore time of visit.;session;WeDevs;https://cookiedatabase.org/service/wedevs/
weforms_settings_active_tab;WeForms;Unknown;with unknown functionality;at least one session;WeForms;https://cookiedatabase.org/service/weforms/
dokan_product_viewed;WeDevs;Unknown;with unknown functionality;at least one session;WeDevs;https://cookiedatabase.org/service/wedevs/
weglot_allow_private;Weglot;Unknown;with unknown functionality;at least one session;Weglot;https://cookiedatabase.org/service/weglot/
wa_ul;WhatsApp;Functional;toprovide access.;session;WhatsApp;https://cookiedatabase.org/service/whatsapp/
wa_lang_pref;WhatsApp;Functional;tostore language settings.;6 days;WhatsApp;https://cookiedatabase.org/service/whatsapp/
_wcml_booking_currency;Weglot;Functional;tostore currency settings.;1 day;Weglot;https://cookiedatabase.org/service/weglot/
woobe_show_variations;WOOBE;Unknown;with unknown functionality;at least one session;WOOBE;https://cookiedatabase.org/service/woobe/
woobe_tools_panel_full_width_btn;WOOBE;Unknown;with unknown functionality;at least one session;WOOBE;https://cookiedatabase.org/service/woobe/
woobe_calculator_how;WOOBE;Unknown;with unknown functionality;at least one session;WOOBE;https://cookiedatabase.org/service/woobe/
woobe_calculator_operation;WOOBE;Unknown;with unknown functionality;at least one session;WOOBE;https://cookiedatabase.org/service/woobe/
wistia-video-progress-*;Wistia;Statistics;tostore if the user has seen embedded content.;persistent;Wistia;https://cookiedatabase.org/service/wistia/
explat-experiment–woocommerce_tasklist_progression;WooCommerce;Functional;toprovide admin functions.;persistent;WooCommerce;https://cookiedatabase.org/service/woocommerce/
wistia;Wistia;Marketing;tostore performed actions on the website.;persistent;Wistia;https://cookiedatabase.org/service/wistia/
explat-experiment–woocommerce_tasklist_progression_headercard_*;WooCommerce;Functional;toprovide admin functions.;persistent;WooCommerce;https://cookiedatabase.org/service/woocommerce/
explat-experiment–woocommerce_test_experiment;WooCommerce;Unknown;toprovide admin functions.;persistent;WooCommerce;https://cookiedatabase.org/service/woocommerce/
storeApiNonce;WooCommerce;Functional;toprovide functions across pages.;session;WooCommerce;https://cookiedatabase.org/service/woocommerce/
#woocommerce-products-wizard-form-filter-content-*;WooCommerce;Unknown;with unknown functionality;at least one session;WooCommerce;https://cookiedatabase.org/service/woocommerce/
ti_wishlist_data_*;WooCommerce;Functional;tostore user preferences.;various;WooCommerce;https://cookiedatabase.org/service/woocommerce/
yith_woocompare_list;WooCommerce;Unknown;with unknown functionality;session;WooCommerce;https://cookiedatabase.org/service/woocommerce/
_wcml_dashboard_currency;WooCommerce;Unknown;with unknown functionality;at least one session;WooCommerce;https://cookiedatabase.org/service/woocommerce/
woocommerce_cart_hash;WooCommerce;Functional;tostore items in shopping cart.;1 day;WooCommerce;https://cookiedatabase.org/service/woocommerce/
wmc_currency_rate;Woo Multi-Currency;Functional;tostore currency settings.;12 hours;Woo Multi-Currency;https://cookiedatabase.org/service/woo-multi-currency/
History.store;WooCommerce;Statistics;tostore last visit.;at least one session;WooCommerce;https://cookiedatabase.org/service/woocommerce/
wmc_ip_info;Woo Multi-Currency;Functional;tostore location data.;1 day;Woo Multi-Currency;https://cookiedatabase.org/service/woo-multi-currency/
wmc_current_currency;Woo Multi-Currency;Functional;tostore currency settings.;1 day;Woo Multi-Currency;https://cookiedatabase.org/service/woo-multi-currency/
wmc_current_currency_old;Woo Multi-Currency;Functional;tostore currency settings.;1 day;Woo Multi-Currency;https://cookiedatabase.org/service/woo-multi-currency/
woocommerce_wishlist_products;WooCommerce Wishlist;Functional;toprovide functions across pages.;1 month;WooCommerce Wishlist;https://cookiedatabase.org/service/woocommerce-wishlist/
wpmDataLayerCart;WooCommerce Pixel Manager;Marketing;tostore items in shopping cart.;session;WooCommerce Pixel Manager;https://cookiedatabase.org/service/woocommerce-pixel-manager/
wpmMiniCartActive;WooCommerce Pixel Manager;Marketing;tostore configuration.;session;WooCommerce Pixel Manager;https://cookiedatabase.org/service/woocommerce-pixel-manager/
wpmFirstPageLoad;WooCommerce Pixel Manager;Statistics;tostore first visit to the site.;session;WooCommerce Pixel Manager;https://cookiedatabase.org/service/woocommerce-pixel-manager/
wpmReferrer;WooCommerce Pixel Manager;Marketing;tostore referring website.;session;WooCommerce Pixel Manager;https://cookiedatabase.org/service/woocommerce-pixel-manager/
tfwc_tool_compare;WooCommerce Tools;Functional;tostore the product ID.;1 month;WooCommerce Tools;https://cookiedatabase.org/service/woocommerce-tools/
woodmart_age_verify;Woodmart;Unknown;with unknown functionality;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
woodmart_popup_*;Woodmart;Functional;tostore if a message has been shown.;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
tfwc_tool_wishilst;WooCommerce Tools;Functional;tostore the product ID.;1 year;WooCommerce Tools;https://cookiedatabase.org/service/woocommerce-tools/
woodmart_cookies_1;Woodmart;Functional;tostore cookie consent preferences.;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
woodmart_wishlist_count_logged;Woodmart;Unknown;with unknown functionality;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
woodmart_items_in_wishlist;Woodmart;Unknown;with unknown functionality;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
woodmart_wishlist_hash;Woodmart;Unknown;with unknown functionality;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
woodmart_shown_pages;Woodmart;Unknown;with unknown functionality;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
woodmart_compare_list;Woodmart;Unknown;with unknown functionality;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
woodmart_tb_banner_1;Woodmart;Unknown;with unknown functionality;at least one session;Woodmart;https://cookiedatabase.org/service/woodmart/
wf-scan-issue-expanded-*;Wordfence;Functional;toprovide the identification of trusted web traffic.;session;Wordfence;https://cookiedatabase.org/service/wordfence/
wordfence_verifiedHuman;Wordfence;Functional;toprovide fraud prevention.;1 day;Wordfence;https://cookiedatabase.org/service/wordfence/
wfvt_*;Wordfence;Functional;toprovide fraud prevention.;30 minutes;Wordfence;https://cookiedatabase.org/service/wordfence/
wfCBLBypass;Wordfence;Functional;toprovide access.;session;Wordfence;https://cookiedatabase.org/service/wordfence/
wf_loginalerted_*;Wordfence;Functional;toprovide protection against hackers.;persistent;Wordfence;https://cookiedatabase.org/service/wordfence/
wpEmojiSettingsSupports;WordPress;Functional;tostore browser details.;session;WordPress;https://cookiedatabase.org/service/wordpress/
wfwaf-authcookie*;Wordfence;Functional;toread to determine if the user is logged in.;1 day;Wordfence;https://cookiedatabase.org/service/wordfence/
WP_DATA_USER_1;WordPress;Functional;toprovide admin functions.;various;WordPress;https://cookiedatabase.org/service/wordpress/
WP_PREFERENCES_USER_*;WordPress;Functional;tostore user preferences.;persistent;WordPress;https://cookiedatabase.org/service/wordpress/
wp_lang;WordPress;Functional;tostore language settings.;session;WordPress;https://cookiedatabase.org/service/wordpress/
of_current_opt;WordPress;Preferences;tostore user preferences.;1 week;WordPress;https://cookiedatabase.org/service/wordpress/
wordpress_sec_*;WordPress;Functional;toprovide protection against hackers,store account details.;15 days;WordPress;https://cookiedatabase.org/service/wordpress/
comment_author_email_*;WordPress;Preferences;tostore user preferences.;1 year;WordPress;https://cookiedatabase.org/service/wordpress/
__wpdm_client;Wordpress Download Manager;Functional;toprovide functions across pages.;various;Wordpress Download Manager;https://cookiedatabase.org/service/wordpress-download-manager/
comment_author_url_*;WordPress;Preferences;tostore user preferences.;1 year;WordPress;https://cookiedatabase.org/service/wordpress/
wp_consent_type;WordPress;Unknown;with unknown functionality;at least one session;WordPress;https://cookiedatabase.org/service/wordpress/
comment_author_*;WordPress;Preferences;tostore user preferences.;1 year;WordPress;https://cookiedatabase.org/service/wordpress/
wpda_search_*;WP Data Access;Functional;toprovide admin functions.;persistent;WP Data Access;https://cookiedatabase.org/service/wp-data-access/
a11y-larger-fontsize;WP Accessibility;Preferences;tostore user preferences.;1 day;WP Accessibility;https://cookiedatabase.org/service/wp-accessibility/
wpautoterms-update-notice-*;WP AutoTerms;Unknown;with unknown functionality;at least one session;WP AutoTerms;https://cookiedatabase.org/service/wp-autoterms/
wpautoterms_cache_detector;WP AutoTerms;Unknown;with unknown functionality;at least one session;WP AutoTerms;https://cookiedatabase.org/service/wp-autoterms/
ic_pixel_ratio;WP Compress;Functional;toread screen resolution.;session;WP Compress;https://cookiedatabase.org/service/wp-compress/
ic_window_resolution;WP Compress;Functional;toread screen resolution.;session;WP Compress;https://cookiedatabase.org/service/wp-compress/
ic_window_resolution_*;WP Compress;Functional;toread screen resolution.;session;WP Compress;https://cookiedatabase.org/service/wp-compress/
dont_track_me;WP Do Not Track;Functional;tostore 'do not track' signals.;1 year;WP Do Not Track;https://cookiedatabase.org/service/wp-do-not-track/
wp-donottrack_feed;WP Do Not Track;Functional;with unknown functionality;1 year;WP Do Not Track;https://cookiedatabase.org/service/wp-do-not-track/
wpfront-notification-bar-keep-closed;WP Front;Functional;toprovide functions across pages.;session;WP Front;https://cookiedatabase.org/service/wp-front/
wpe_country;WP Engine;Functional;tostore location data.;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
wpfront-notification-bar-landingpage;WP Front;Functional;toprovide functions across pages.;session;WP Front;https://cookiedatabase.org/service/wp-front/
rtk_gdpr_c;WP Engine;Unknown;with unknown functionality;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
rtk_gdpr_a;WP Engine;Unknown;with unknown functionality;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
wpe_is_consent_required;WP Engine;Functional;with unknown functionality;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
rtkuuid;WP Engine;Unknown;with unknown functionality;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
rtk_p;WP Engine;Unknown;with unknown functionality;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
rtk_rps;WP Engine;Unknown;with unknown functionality;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
rtk_sid;WP Engine;Unknown;with unknown functionality;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
rtk_sat;WP Engine;Unknown;with unknown functionality;session;WP Engine;https://cookiedatabase.org/service/wp-engine/
rtk_currencies;WP Engine;Functional;tostore currency settings.;persistent;WP Engine;https://cookiedatabase.org/service/wp-engine/
Fomo.pageviewsHasBeenShown_expireAt;WP Fomo;Unknown;with unknown functionality;at least one session;WP Fomo;https://cookiedatabase.org/service/wp-fomo/
wphe-editor-width;WP Htaccess Editor;Unknown;with unknown functionality;at least one session;WP Htaccess Editor;https://cookiedatabase.org/service/wp-htaccess-editor/
wpgdprc-consent-*;WP GDPR Compliance;Functional;tostore cookie consent preferences.;at least one session;WP GDPR Compliance;https://cookiedatabase.org/service/wp-gdpr-compliance/
job_listing_*;WP Job Manager;Unknown;with unknown functionality;at least one session;WP Job Manager;https://cookiedatabase.org/service/wp-job-manager/
wpr-*;WP Rocket;Functional;toprovide admin functions.;various;WP Rocket;https://cookiedatabase.org/service/wp-rocket/
wpgmza-api-consent-given;WP Google Maps;Functional;tostore cookie consent preferences.;1 year;WP Google Maps;https://cookiedatabase.org/service/wp-google-maps/
wpr-show-sidebar;WP Rocket;Functional;tostore user preferences.;at least one session;WP Rocket;https://cookiedatabase.org/service/wp-rocket/
mtsnb_state_*;WP Notification bar;Unknown;with unknown functionality;at least one session;WP Notification bar;https://cookiedatabase.org/service/wp-notification-bar/
wplmi_active_tab;WP Last Modified Info;Functional;tostore performed actions on the website.;at least one session;WP Last Modified Info;https://cookiedatabase.org/service/wp-last-modified-info/
mtsnb_referrer;WP Notification bar;Unknown;with unknown functionality;at least one session;WP Notification bar;https://cookiedatabase.org/service/wp-notification-bar/
mtsnb_lastvisited;WP Notification bar;Functional;tostore last visit.;10 years;WP Notification bar;https://cookiedatabase.org/service/wp-notification-bar/
mtsnb_seen_*;WP Notification bar;Functional;tostore if a message has been shown.;persistent;WP Notification bar;https://cookiedatabase.org/service/wp-notification-bar/
mtsnb_lastvisit_posts;WP Notification bar;Functional;tostore if a message has been shown.;10 years;WP Notification bar;https://cookiedatabase.org/service/wp-notification-bar/
_wp_travel_engine_session;WP Travel Engine;Functional;tostore a unique session ID.;30 minutes;WP Travel Engine;https://cookiedatabase.org/service/wp-travel-engine/
wpsi*;WP Search Insights;Functional;with unknown functionality;at least one session;WP Search Insights;https://cookiedatabase.org/service/wp-search-insights/
wp-reset-tabs;WP_Reset;Functional;with unknown functionality;at least one session;WP_Reset;https://cookiedatabase.org/service/wp_reset/
wp-youtube-lyte_feed;WP YouTube Lyte;Functional;tostore if a message has been shown.;1 year;WP YouTube Lyte;https://cookiedatabase.org/service/wp-youtube-lyte/
wplc_grav_hash;WP-live chat;Unknown;with unknown functionality;at least one session;WP-live chat;https://cookiedatabase.org/service/wp-live-chat/
wplc_email;WP-live chat;Marketing;tostore email address.;at least one session;WP-live chat;https://cookiedatabase.org/service/wp-live-chat/
wplc_chat_status;WP-live chat;Unknown;with unknown functionality;1 day;WP-live chat;https://cookiedatabase.org/service/wp-live-chat/
wplcfirstsession;WP-live chat;Statistics;tostore last visit.;at least one session;WP-live chat;https://cookiedatabase.org/service/wp-live-chat/
wplc_name;WP-live chat;Marketing;tostore and track a visitor's identity.;various;WP-live chat;https://cookiedatabase.org/service/wp-live-chat/
wplc_minimize;WP-live chat;Functional;tostore if a message has been dismissed.;1 day;WP-live chat;https://cookiedatabase.org/service/wp-live-chat/
wplc_cid;WP-live chat;Preferences;tostore a unique user ID.;1 day;WP-live chat;https://cookiedatabase.org/service/wp-live-chat/
tablesorter-savesort;WP-Optimize;Functional;toProvide the prevention of cached pages.;various;WP-Optimize;https://cookiedatabase.org/service/wp-optimize/
